account,age,job,marital,education,balance,cc
1716,30,admin.,single,secondary,635,no
1717,45,blue-collar,married,secondary,115,no
1718,40,management,married,tertiary,10786,no
1719,40,blue-collar,married,secondary,498,no
1720,39,blue-collar,married,secondary,1045,no
1721,48,entrepreneur,married,tertiary,810,no
1722,31,technician,single,tertiary,162,no
1723,32,management,married,tertiary,55,no
1724,34,services,married,secondary,586,no
1725,26,technician,single,secondary,455,no
1726,31,management,married,tertiary,1010,no
1727,37,management,single,tertiary,509,no
1728,29,student,single,unknown,2929,no
1729,57,technician,married,secondary,3071,no
1730,47,management,single,tertiary,153,no
1731,38,self-employed,single,secondary,1146,no
1732,48,blue-collar,married,primary,1092,no
1733,50,management,married,tertiary,3463,no
1734,33,admin.,married,secondary,1158,no
1735,28,admin.,single,secondary,26,no
1736,30,services,single,secondary,566,no
1737,52,technician,divorced,secondary,204,no
1738,36,technician,married,secondary,480,no
1739,36,technician,single,secondary,1855,no
1740,46,services,married,secondary,1034,no
1741,57,management,married,tertiary,3250,no
1742,28,management,single,secondary,1633,no
1743,46,services,married,secondary,0,no
1744,55,retired,married,primary,3334,no
1745,33,management,married,tertiary,4020,no
1746,53,management,married,secondary,66,no
1747,41,technician,single,secondary,41,no
1748,60,blue-collar,married,secondary,322,no
1749,35,entrepreneur,married,primary,2643,no
1750,43,blue-collar,divorced,primary,49,no
1751,57,admin.,divorced,primary,1,no
1752,46,admin.,married,secondary,3098,no
1753,31,blue-collar,married,primary,352,no
1754,53,technician,married,secondary,65,no
1755,35,blue-collar,married,secondary,1949,no
1756,32,admin.,single,secondary,739,no
1757,48,management,married,tertiary,1167,no
1758,50,admin.,married,secondary,231,no
1759,40,blue-collar,married,primary,1136,no
1760,42,entrepreneur,married,tertiary,233,no
1761,59,admin.,married,secondary,817,no
1762,27,blue-collar,single,primary,1128,no
1763,32,management,single,tertiary,1831,no
1764,35,technician,single,secondary,450,no
1765,28,services,married,secondary,0,no
1766,37,management,divorced,secondary,414,no
1767,57,management,married,primary,1052,no
1768,42,admin.,single,secondary,1022,no
1769,55,admin.,married,primary,343,no
1770,52,management,married,tertiary,1944,no
1771,26,blue-collar,single,secondary,32,no
1772,52,technician,married,secondary,1781,no
1773,26,management,single,tertiary,350,no
1774,33,unemployed,married,secondary,2,no
1775,24,blue-collar,single,primary,111,no
1776,37,management,divorced,tertiary,168,no
1777,28,technician,single,secondary,3,no
1778,30,technician,single,secondary,102,no
1779,33,blue-collar,married,primary,0,no
1780,55,unknown,married,primary,159,no
1781,33,blue-collar,married,secondary,1134,no
1782,42,blue-collar,married,secondary,352,no
1783,37,management,married,tertiary,865,no
1784,59,blue-collar,married,primary,179,no
1785,27,blue-collar,single,secondary,5,no
1786,23,student,married,tertiary,230,no
1787,51,management,divorced,tertiary,0,no
1788,50,blue-collar,married,primary,3924,no
1789,43,technician,married,secondary,764,no
1790,37,blue-collar,divorced,primary,511,no
1791,34,management,single,tertiary,4348,no
1792,41,management,married,tertiary,3016,no
1793,26,student,single,secondary,279,no
1794,49,management,divorced,tertiary,1405,no
1795,29,blue-collar,single,secondary,908,no
1796,30,management,single,tertiary,162,no
1797,38,services,divorced,secondary,792,no
1798,58,management,married,secondary,111,no
1799,34,student,single,unknown,1281,no
1800,53,services,divorced,unknown,1012,no
1801,50,management,married,tertiary,2881,no
1802,30,blue-collar,single,secondary,445,no
1803,40,management,married,secondary,643,no
1804,57,housemaid,single,secondary,254,no
1805,40,management,married,tertiary,1212,no
1806,41,technician,married,secondary,2125,no
1807,53,technician,divorced,unknown,629,no
1808,48,blue-collar,married,secondary,202,no
1809,32,technician,single,secondary,271,no
1810,34,management,married,tertiary,703,no
1811,46,blue-collar,married,secondary,216,no
1812,45,services,divorced,secondary,88,no
1813,51,admin.,single,tertiary,16,no
1814,31,management,married,secondary,466,no
1815,47,technician,married,secondary,75,no
1816,32,blue-collar,married,secondary,456,no
1817,41,technician,married,secondary,77,no
1818,37,services,single,secondary,244,no
1819,27,blue-collar,single,primary,1209,no
1820,27,services,married,secondary,58,no
1821,50,management,married,secondary,421,no
1822,31,management,single,tertiary,112,no
1823,40,self-employed,married,tertiary,13669,no
1824,43,management,married,tertiary,1429,no
1825,39,technician,married,tertiary,794,no
1826,31,entrepreneur,single,tertiary,1957,no
1827,48,technician,married,secondary,454,no
1828,32,blue-collar,single,primary,882,no
1829,47,unemployed,married,primary,168,no
1830,35,management,single,tertiary,714,no
1831,42,management,single,tertiary,0,no
1832,47,blue-collar,married,secondary,1996,no
1833,59,retired,married,secondary,163,no
1834,38,admin.,married,secondary,3190,no
1835,50,unemployed,married,secondary,1772,no
1836,27,services,single,secondary,151,no
1837,55,housemaid,married,primary,16,no
1838,39,services,single,secondary,7066,no
1839,31,technician,single,tertiary,454,no
1840,37,entrepreneur,married,tertiary,4798,no
1841,28,technician,single,secondary,298,no
1842,42,technician,married,secondary,439,no
1843,40,services,divorced,secondary,1927,no
1844,59,management,single,secondary,671,no
1845,40,services,single,secondary,65,no
1846,43,technician,married,secondary,932,no
1847,38,technician,single,secondary,4366,no
1848,54,retired,married,primary,0,no
1849,41,blue-collar,married,secondary,4900,no
1850,55,housemaid,divorced,primary,976,no
1851,33,management,married,tertiary,148,no
1852,46,blue-collar,married,secondary,5,no
1853,36,management,married,secondary,148,no
1854,48,technician,divorced,tertiary,113,no
1855,42,management,married,secondary,105,no
1856,46,management,divorced,tertiary,624,no
1857,49,technician,married,secondary,1680,no
1858,36,blue-collar,married,secondary,461,no
1859,34,technician,single,tertiary,144,no
1860,51,entrepreneur,divorced,tertiary,4,no
1861,58,blue-collar,married,primary,309,no
1862,48,management,married,tertiary,866,no
1863,41,admin.,single,secondary,1020,no
1864,49,self-employed,married,primary,489,no
1865,43,management,married,primary,8167,no
1866,32,blue-collar,single,secondary,255,no
1867,54,retired,married,secondary,3671,no
1868,33,blue-collar,divorced,primary,636,no
1869,35,technician,married,secondary,141,no
1870,56,technician,married,secondary,150,no
1871,57,technician,married,secondary,839,no
1872,31,housemaid,single,primary,26965,no
1873,33,technician,single,secondary,716,no
1874,29,technician,single,tertiary,2485,no
1875,38,management,single,tertiary,15030,no
1876,37,admin.,married,secondary,11303,no
1877,33,entrepreneur,married,tertiary,595,no
1878,30,management,single,tertiary,19358,no
1879,31,self-employed,single,secondary,203,no
1880,28,technician,single,tertiary,183,no
1881,26,admin.,single,secondary,255,no
1882,31,technician,single,secondary,102,no
1883,50,housemaid,divorced,primary,94,no
1884,45,entrepreneur,married,primary,58,no
1885,48,management,married,primary,606,no
1886,41,technician,married,secondary,0,no
1887,60,technician,married,primary,65,no
1888,41,blue-collar,married,secondary,338,no
1889,43,blue-collar,married,primary,757,no
1890,36,management,married,tertiary,9269,no
1891,40,blue-collar,married,primary,1206,no
1892,28,management,single,tertiary,882,no
1893,27,student,single,tertiary,5291,no
1894,49,management,single,secondary,61,no
1895,37,technician,married,tertiary,0,no
1896,31,blue-collar,married,secondary,1407,no
1897,31,technician,single,secondary,25,no
1898,31,blue-collar,married,secondary,1354,no
1899,35,blue-collar,married,primary,793,no
1900,51,blue-collar,divorced,unknown,10287,no
1901,33,technician,single,secondary,5235,no
1902,30,technician,single,tertiary,3,no
1903,58,technician,single,secondary,409,no
1904,34,admin.,married,tertiary,35,no
1905,45,management,married,tertiary,459,no
1906,28,services,single,secondary,198,no
1907,31,blue-collar,married,primary,99,no
1908,40,management,married,tertiary,60,no
1909,30,services,single,secondary,3485,no
1910,34,entrepreneur,married,secondary,139,no
1911,40,blue-collar,married,secondary,952,no
1912,59,retired,married,primary,1427,no
1913,43,technician,single,tertiary,1017,no
1914,41,management,married,tertiary,29,no
1915,33,technician,divorced,secondary,9,no
1916,33,management,married,secondary,4040,no
1917,36,blue-collar,married,secondary,13,no
1918,32,self-employed,single,secondary,1259,no
1919,25,admin.,married,secondary,18,no
1920,25,blue-collar,married,secondary,76,no
1921,38,technician,single,tertiary,221,no
1922,34,management,married,tertiary,136,no
1923,67,blue-collar,married,secondary,16353,no
1924,32,blue-collar,married,secondary,63,no
1925,45,housemaid,married,primary,7353,no
1926,33,blue-collar,married,primary,511,no
1927,38,admin.,married,primary,3913,no
1928,32,technician,divorced,secondary,1097,no
1929,54,retired,divorced,tertiary,6102,no
1930,51,admin.,divorced,secondary,340,no
1931,42,blue-collar,married,primary,119,no
1932,41,admin.,married,secondary,2993,no
1933,39,management,divorced,tertiary,3575,no
1934,38,blue-collar,married,secondary,361,no
1935,39,management,married,secondary,1072,no
1936,46,blue-collar,married,primary,2904,no
1937,50,entrepreneur,divorced,tertiary,1790,no
1938,33,blue-collar,married,secondary,86,no
1939,37,technician,married,secondary,1633,no
1940,31,management,married,tertiary,8312,no
1941,34,blue-collar,divorced,unknown,172,no
1942,34,management,married,tertiary,0,no
1943,36,management,married,tertiary,222,no
1944,40,technician,married,secondary,109,no
1945,40,blue-collar,married,secondary,1451,no
1946,41,technician,married,secondary,1066,no
1947,52,management,married,tertiary,3163,no
1948,40,services,single,secondary,888,no
1949,48,blue-collar,single,unknown,428,no
1950,33,management,divorced,secondary,106,no
1951,44,technician,divorced,secondary,0,no
1952,55,management,married,tertiary,979,no
1953,51,admin.,married,secondary,2662,no
1954,34,management,single,tertiary,84,no
1955,58,retired,divorced,unknown,5920,no
1956,39,management,single,tertiary,816,no
1957,27,unemployed,single,secondary,3276,no
1958,55,management,divorced,unknown,2,no
1959,35,technician,single,secondary,51,no
1960,37,technician,single,tertiary,3315,no
1961,52,technician,married,secondary,196,no
1962,41,blue-collar,married,secondary,552,no
1963,52,admin.,married,secondary,2347,no
1964,34,blue-collar,single,secondary,3723,no
1965,53,management,divorced,primary,255,no
1966,33,management,single,tertiary,3143,no
1967,47,self-employed,married,secondary,0,no
1968,35,blue-collar,married,secondary,6411,no
1969,33,management,single,tertiary,1909,no
1970,55,blue-collar,married,primary,3873,no
1971,58,self-employed,married,primary,1013,no
1972,44,admin.,married,secondary,262,no
1973,25,services,single,secondary,3217,no
1974,37,technician,single,secondary,5436,no
1975,41,blue-collar,married,primary,2067,no
1976,34,blue-collar,single,secondary,215,no
1977,36,services,divorced,secondary,1594,no
1978,44,self-employed,married,tertiary,134,no
1979,34,entrepreneur,divorced,tertiary,262,no
1980,56,blue-collar,divorced,primary,3021,no
1981,43,management,divorced,tertiary,388,no
1982,28,blue-collar,single,secondary,3412,no
1983,54,blue-collar,married,secondary,1291,no
1984,37,technician,divorced,secondary,79,no
1985,59,self-employed,married,tertiary,2013,no
1986,58,blue-collar,divorced,secondary,543,no
1987,56,management,divorced,tertiary,1016,no
1988,32,blue-collar,single,secondary,604,no
1989,42,management,single,tertiary,525,no
1990,52,retired,divorced,primary,353,no
1991,46,management,married,tertiary,964,no
1992,37,admin.,married,tertiary,3913,no
1993,39,blue-collar,married,primary,879,no
1994,31,admin.,married,secondary,314,no
1995,59,housemaid,married,primary,0,no
1996,38,blue-collar,married,secondary,1370,no
1997,58,management,married,secondary,37,no
1998,34,management,single,tertiary,673,no
1999,40,services,married,secondary,342,no
2000,20,student,single,secondary,291,no
2001,34,technician,married,secondary,209,no
2002,31,technician,single,tertiary,438,no
2003,39,admin.,single,secondary,1242,no
2004,34,entrepreneur,married,tertiary,355,no
2005,24,blue-collar,married,secondary,204,no
2006,41,management,married,tertiary,10758,no
2007,40,management,married,tertiary,5,no
2008,45,technician,single,secondary,410,no
2009,36,management,married,tertiary,605,no
2010,53,management,married,tertiary,4,no
2011,23,student,single,secondary,8494,no
2012,42,entrepreneur,married,primary,198,no
2013,48,blue-collar,married,secondary,841,no
2014,34,management,married,tertiary,8,no
2015,36,admin.,married,secondary,470,no
2016,43,retired,married,secondary,520,no
2017,36,blue-collar,married,secondary,439,no
2018,49,blue-collar,married,secondary,454,no
2019,55,retired,married,secondary,466,no
2020,53,retired,married,secondary,665,no
2021,42,technician,married,secondary,994,no
2022,45,admin.,married,secondary,5346,no
2023,31,blue-collar,married,secondary,1243,no
2024,32,admin.,married,tertiary,0,no
2025,36,blue-collar,married,secondary,2357,no
2026,56,retired,married,secondary,1044,no
2027,46,admin.,married,secondary,1069,no
2028,41,housemaid,single,secondary,231,no
2029,31,admin.,married,secondary,0,no
2030,32,technician,married,secondary,266,no
2031,38,management,married,tertiary,70,no
2032,49,retired,single,primary,25824,no
2033,46,management,single,primary,538,no
2034,29,technician,single,secondary,534,no
2035,36,admin.,married,unknown,2323,no
2036,38,admin.,married,secondary,1852,no
2037,53,technician,married,secondary,2647,no
2038,43,management,married,tertiary,2767,no
2039,41,management,married,tertiary,176,no
2040,42,management,single,secondary,9720,no
2041,55,blue-collar,divorced,secondary,1613,no
2042,39,admin.,divorced,secondary,2903,no
2043,30,admin.,single,secondary,81,no
2044,41,blue-collar,married,secondary,780,no
2045,44,unemployed,married,tertiary,178,no
2046,58,management,married,tertiary,299,no
2047,35,retired,married,primary,285,no
2048,27,blue-collar,married,secondary,872,no
2049,34,services,married,secondary,1337,no
2050,25,services,married,secondary,72,no
